2025-11-21 21:52:25 | INFO     | tovarishbot | 🚀 Логирование настроено. Файл: logs\tovarishbot_20251121.log
2025-11-21 21:54:37 | INFO     | tovarishbot | ✅ Telegram initData validation successful
2025-11-21 21:54:37 | INFO     | tovarishbot | 🆔 Validated Telegram user ID: 1849285548
2025-11-21 21:54:37 | INFO     | app.services.user_service | User authenticated: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token created for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | tovarishbot | ✅ Secure authentication successful for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | watchfiles.main | 3 changes detected
2025-11-21 21:54:37 | INFO     | app.dependencies | 🧹 Auto-cleaned 5 empty chats for user d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:37 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:54:37 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:54:37 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:54:37 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:54:37 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:54:37 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:54:37 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:54:38 | INFO     | watchfiles.main | 3 changes detected
2025-11-21 21:54:44 | INFO     | watchfiles.main | 1 change detected
2025-11-21 21:54:45 | INFO     | watchfiles.main | 1 change detected
2025-11-21 21:54:46 | INFO     | watchfiles.main | 1 change detected
2025-11-21 21:55:57 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:55:57 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:55:57 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:55:57 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:55:57 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:55:57 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:55:57 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:55:57 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:55:57 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:55:57 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:55:57 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:55:57 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:55:57 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:55:57 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:55:57 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:55:57 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:55:57 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:55:57 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:55:57 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:55:57 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:55:57 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:55:57 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | User d25df538-9a10-4ce7-9613-5bd4c65c49e2 has 3 chats
2025-11-21 21:55:57 | INFO     | tovarishbot | Requested chat history for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2, limit: 3, offset: 0
2025-11-21 21:55:57 | INFO     | tovarishbot | Returned 3 chats
2025-11-21 21:55:57 | INFO     | app.services.image_service | ✅ Image directories created: uploads\generated-images
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔐 Authenticating user with JWT token
2025-11-21 21:55:57 | INFO     | app.dependencies | scheme='Bearer' credentials='eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyX2lkIjoiZDI1ZGY1MzgtOWExMC00Y2U3LTk2MTMtNWJkNGM2NWM0OWUyIiwidGVsZWdyYW1faWQiOjE4NDkyODU1NDgsInN1YnNjcmlwdGlvbl90eXBlIjoiZnJlZSIsImlhdCI6MTc2Mzc1MTI3NywiZXhwIjoxNzY0MzU2MDc3LCJpc3MiOiJ0b3ZhcmlzaGJvdCIsImF1ZCI6InRvdmFyaXNoYm90LXVzZXJzIn0.BqpAMsfkOcNkE0VFpqntrzjXVWRpSLPYvFJxXhjjyzc'
2025-11-21 21:55:57 | INFO     | app.auth | ✅ JWT token verified for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.dependencies | 🔍 Looking for user: d25df538-9a10-4ce7-9613-5bd4c65c49e2 (telegram_id: 1849285548)
2025-11-21 21:55:57 | INFO     | app.dependencies | ✅ User authenticated successfully: d25df538-9a10-4ce7-9613-5bd4c65c49e2
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1124, role=user, chat_id=688ae131-2886-4fe2-98ca-1630bd6dad3c)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1112, role=user, chat_id=ac07f301-ab5f-4361-a160-1ab564c4d4a9)>
2025-11-21 21:55:57 | INFO     | app.services.chat_service | Search last message: <Message(message_id=1110, role=user, chat_id=2aab6f6f-397f-40e5-afe1-70ddd343e155)>
